Family	Success	Comments	Tree
Afro-Asiatic	SUCCESS	NNLS	((('Siwi [i-siz][w-bsi][a-2432][g-siwi1239]':0,'Tumzabt [i-mzb][w-bmz][a-2123][g-tumz1238]':0)'Greater Zenatic [i-][w-][a-][g-grea1296]':0,'Zenaga [i-zen][w-zen][a-2806][g-zena1248]':0)'Berber [i-berb][w-][a-431][g-berb1260]':0.196,((('Parkwa [i-pbi][w-pod][a-2275][g-park1239]':0.101,('Mada {Cameroon} [i-mxu][w-mda][a-2112][g-mada1293]':0,'Wuzlam [i-udl][w-uld][a-2658][g-wuzl1236]':0)'Tokombere [i-][w-][a-][g-toko1243]':0.101)'Margi-Mandara-Mofu [i-][w-][a-][g-marg1267]':4.16e-17,'Mbara {Chad} [i-mpk][w-mbr][a-2065][g-mbar1260]':0.101)'North Biu-Mandara [i-][w-][a-][g-nort3156]':0,'Lele {Chad} [i-lln][w-lel][a-1896][g-lele1276]':0.101,((('Pero [i-pip][w-per][a-2297][g-pero1241]':0.0643,'Kwaami [i-ksq][w-kwm][a-1821][g-kwaa1269]':0.0643)'Nuclear Tangalic [i-][w-][a-][g-tang1367]':0,'Goemai [i-ank][w-goe][a-896][g-goem1240]':0.0643)'West Chadic A.2-3 [i-][w-][a-][g-west2799]':0.0366,('Ngizim [i-ngi][w-ngz][a-2160][g-ngiz1242]':0.0435,'Pa``a [i-pqa][w-paa][a-841][g-paaa1242]':0.0435)'West Chadic B [i-][w-][a-][g-west2790]':0.0575)'West Chadic [i-][w-][a-][g-west2785]':0)'Chadic [i-][w-][a-][g-chad1250]':0.0954,('Bilin [i-byn][w-bln][a-1097][g-bili1260]':0.196,'Waata [i-ssn][w-orw][a-2483][g-waat1238]':0.196,'Burunge [i-bds][w-brn][a-991][g-buru1320]':0.196)'Cushitic [i-][w-][a-][g-cush1243]':0)'Afro-Asiatic [i-][w-][a-][g-afro1255]';
Esselen	FAIL	NNLS: too few languages	
Mpur	FAIL	NNLS: the distances matrix is too small	
Dogon	SUCCESS	NNLS	('Ben Tey Dogon [i-dbt][w-][a-3092][g-bent1238]':0,'Nanga [i-nzz][w-][a-3096][g-nang1261]':0)'Nangan Dogon [i-][w-][a-][g-nang1263]';
Itonama	FAIL	NNLS: too few languages	
Maku	FAIL	NNLS: too few languages	
Kalapuyan	FAIL	NNLS: the distances matrix is too small	
Mande	SUCCESS	NNLS	(('Boko {Benin} [i-bqc][w-bok][a-1058][g-boko1266]':0.167,'Beng [i-nhb][w-bnq][a-2165][g-beng1286]':0.167)'Eastern Mande [i-][w-][a-][g-east2697]':0,'Susu [i-sus][w-sus][a-2493][g-susu1250]':0.167)'Mande [i-][w-][a-][g-mand1469]';
Chapacuran	FAIL	NNLS: the distances matrix is too small	
Kwalean	FAIL	NNLS: the distances matrix is too small	
Pele-Ata	FAIL	NNLS: the distances matrix is too small	
Timor-Alor-Pantar	FAIL	NNLS: too few languages with non-missing data	
Pauwasi	FAIL	NNLS: the distances matrix is too small	
Matanawi	FAIL	NNLS: too few languages	
Miwok-Costanoan	SUCCESS	NNLS	(('Plains Miwok [i-pmw][w-mwp][a-2313][g-plai1259]':0.0317,('Northern Sierra Miwok [i-nsq][w-mwn][a-2209][g-nort2968]':0.0317,'Southern Sierra Miwok [i-skd][w-mss][a-356][g-sout2985]':0.0317)'Sierra Miwokan [i-][w-][a-][g-sier1249]':0)'Eastern Miwokan [i-][w-][a-][g-east2546]':1.39e-17,'Lake Miwok [i-lmw][w-mwl][a-1902][g-lake1258]':0.0317)'Miwokan [i-][w-][a-][g-miwo1275]';
Sahaptian	SUCCESS	NNLS	('Nez Perce [i-nez][w-nez][a-208][g-nezp1238]':0.172,('Northeast Sahaptin [i-waa][w-][a-2697][g-wall1238]':0,'Tenino [i-tqn][w-][a-342][g-teni1238]':0)'Sahaptin [i-][w-][a-][g-saha1240]':0.172)'Sahaptian [i-][w-][a-][g-saha1239]';
Hadza	FAIL	NNLS: too few languages	
Molof	FAIL	NNLS: too few languages	
Wintuan	FAIL	NNLS: the distances matrix is too small	
Mochica	FAIL	NNLS: too few languages	
Great Andamanese	SUCCESS	NNLS	('Apucikwar [i-apq][w-gan][a-912][g-apuc1241]':0,('Akakede [i-akx][w-akk][a-873][g-akak1252]':0,'Akacari [i-aci][w-akc][a-829][g-akac1240]':0)'North Andamanese-Akakede [i-][w-][a-][g-nort3276]':0,'Akabea [i-abj][w-akb][a-827][g-akab1249]':0)'Great Andamanese [i-gac][w-][a-1][g-grea1241]';
Siuslaw	FAIL	NNLS: too few languages	
Tunica	FAIL	NNLS: too few languages	
Kol {Papua New Guinea}	FAIL	NNLS: the distances matrix is too small	
Worrorran	FAIL	NNLS: the distances matrix is too small	
Central Sudanic	SUCCESS	NNLS	('Baka {South Sudan} [i-bdh][w-bka][a-986][g-baka1274]':0.0646,('Gula {Chad} [i-glu][w-][a-1551][g-gula1269]':0.0147,'Furu [i-fuu][w-bgr][a-1510][g-furu1242]':0.0147)'Saraic [i-][w-][a-][g-sara1349]':0.0499)'Sara-Bongo-Bagirmi [i-][w-][a-][g-sara1341]';
Pyu	FAIL	NNLS: too few languages	
Sechuran	FAIL	NNLS: the distances matrix is too small	
Baining	FAIL	NNLS: too few languages with non-missing data	
Lavukaleve	FAIL	NNLS: too few languages	
Walioic	FAIL	NNLS: the distances matrix is too small	
Tor-Orya	FAIL	NNLS: the distances matrix is too small	
Jirajaran	FAIL	NNLS: the distances matrix is too small	
Pume	FAIL	NNLS: too few languages	
Timucua	FAIL	NNLS: the distances matrix is too small	
Canichana	FAIL	NNLS: too few languages	
Sulka	FAIL	NNLS: too few languages	
Pama-Nyungan	FAIL	NNLS: too few languages with non-missing data	
Hmong-Mien	SUCCESS	NNLS	('Eastern Qiandong Miao [i-hmq][w-][a-3037][g-east2370]':0,'Hmong Njua [i-hnj][w-hmo][a-500][g-hmon1264]':0)'Nuclear Hmongic [i-][w-][a-][g-nucl1720]';
Uto-Aztecan	SUCCESS	NNLS	((('Cupeno [i-cup][w-cup][a-1203][g-cupe1243]':0.233,'Tubatulabal [i-tub][w-tbb][a-2633][g-tuba1278]':0.233)'Californian Uto-Aztecan [i-][w-][a-][g-cali1246]':0,(('Comanche [i-com][w-cmn][a-523][g-coma1245]':0.108,'Panamint [i-par][w-tsh][a-2271][g-pana1305]':0.108)'Central Numic [i-][w-][a-][g-cent2130]':0.0513,'Kawaiisu [i-xaw][w-kws][a-1703][g-kawa1283]':0.16,'Mono {USA} [i-mnr][w-mno][a-2057][g-mono1275]':0.16)'Numic [i-][w-][a-][g-numi1242]':0.0729)'Northern Uto-Aztecan [i-][w-][a-][g-nort2953]':0,('Yaqui [i-yaq][w-yaq][a-503][g-yaqu1251]':0.208,'Tetelcingo Nahuatl [i-nhg][w-nht][a-572][g-tete1251]':0.208,'Central Tarahumara [i-tar][w-tce][a-2519][g-cent2131]':0.208,'Southeastern Tepehuan [i-stp][w-tps][a-2544][g-sout2976]':0.208)'Southern Uto-Aztecan [i-][w-][a-][g-sout3136]':0.0243)'Uto-Aztecan [i-][w-][a-][g-utoa1244]';
Somahai	FAIL	NNLS: the distances matrix is too small	
Maybrat-Karon	FAIL	NNLS: the distances matrix is too small	
Aewa	FAIL	NNLS: too few languages	
Lencan	FAIL	NNLS: the distances matrix is too small	
Chumashan	SUCCESS	NNLS	('Barbareno [i-boi][w-cba][a-1048][g-barb1263]':0,'Ineseno [i-inz][w-cin][a-113][g-ines1240]':0)'Central Chumashan [i-][w-][a-][g-cent2139]';
Chinookan	FAIL	NNLS: the distances matrix is too small	
Tungusic	SUCCESS	NNLS	('Ulch [i-ulc][w-ulc][a-2663][g-ulch1241]':0,'Jurchen [i-juc][w-jur][a-1690][g-jurc1239]':0)'Tungusic [i-][w-][a-][g-tung1282]';
Arafundi	FAIL	NNLS: the distances matrix is too small	
Blue Nile Mao	FAIL	NNLS: the distances matrix is too small	
Garrwan	FAIL	NNLS: the distances matrix is too small	
Salishan	SUCCESS	NNLS	('Squamish [i-squ][w-squ][a-357][g-squa1248]':0.147,('Coeur d``Alene [i-crd][w-coe][a-1178][g-coeu1236]':0,'Spokane [i-spo][w-spo][a-2466][g-spok1245]':0)'Southern Interior Salish [i-][w-][a-][g-sout1559]':0.147)'Salishan [i-][w-][a-][g-sali1255]';
Kamula-Elevala	FAIL	NNLS: the distances matrix is too small	
Giimbiyu	FAIL	NNLS: the distances matrix is too small	
South Bird	FAIL	NNLS: the distances matrix is too small	
South Bougainville	FAIL	NNLS: too few languages with non-missing data	
Khoe-Kwadi	FAIL	NNLS: the distances matrix is too small	
Eskimo-Aleut	FAIL	NNLS: too few languages with non-missing data	
Tinigua	FAIL	NNLS: the distances matrix is too small	
Kibiri	FAIL	NNLS: the distances matrix is too small	
Kolopom	SUCCESS	NNLS	('Kimaama [i-kig][w-kim][a-131][g-kima1246]':0,'Riantana [i-ran][w-ria][a-2362][g-rian1263]':0)'Kimaama-Riantana [i-][w-][a-][g-kima1245]';
Japonic	FAIL	NNLS: the distances matrix is too small	
Arawakan	SUCCESS	NNLS	('Maipure [i-qij][w-][a-784][g-maip1246]':0.179,'Wayuu [i-guc][w-goa][a-696][g-wayu1243]':0.179,'Palikur [i-plu][w-plk][a-2270][g-pali1279]':0.179,('Resigaro [i-rgr][w-res][a-339][g-resi1247]':0.179,'Achagua [i-aca][w-acg][a-825][g-acha1250]':0.179)'Nuclear Japura-Colombia [i-][w-][a-][g-nucl1764]':0,('Ignaciano [i-ign][w-ign][a-1641][g-igna1246]':0.174,('Ashaninka [i-cni][w-][a-29][g-asha1243]':0.0909,'Machiguenga [i-mcb][w-mch][a-1945][g-mach1267]':0.0909)'Asha-Ashe-Kak-Matsi-Nan [i-][w-][a-][g-asha1244]':0.0835,'Apurina [i-apu][w-apu][a-512][g-apur1254]':0.174)'Southern Maipuran [i-][w-][a-][g-sout3131]':0.00431)'Arawakan [i-][w-][a-][g-araw1281]';
Algic	SUCCESS	NNLS	(('Arapaho [i-arp][w-aho][a-923][g-arap1274]':0.115,'Cheyenne [i-chy][w-cyn][a-1142][g-chey1247]':0.115,'Atikamekw [i-atj][w-ati][a-2551][g-atik1240]':0.115,'Munsee [i-umu][w-mse][a-2668][g-muns1251]':0.115,('Kickapoo [i-kic][w-kic][a-1754][g-kick1244]':0.1,'Eastern Ojibwa [i-ojg][w-][a-2244][g-east2542]':0.1,'Shawnee [i-sjw][w-shw][a-2435][g-shaw1249]':0.1)'Eastern Great Lakes Algonquian [i-][w-][a-][g-east2765]':0.0147,'Menominee [i-mez][w-men][a-1973][g-meno1252]':0.115)'Algonquian [i-][w-][a-][g-algo1257]':0.0539,'Wiyot [i-wiy][w-wiy][a-412][g-wiyo1248]':0.169)'Algic [i-][w-][a-][g-algi1248]';
Mirndi	FAIL	NNLS: the distances matrix is too small	
Oyster Bay-Big River-Little Swanport	FAIL	NNLS: too few languages	
Temeinic	FAIL	NNLS: the distances matrix is too small	
Chitimacha	FAIL	NNLS: too few languages	
Caddoan	FAIL	NNLS: too few languages with non-missing data	
Wiru	FAIL	NNLS: too few languages	
Berta	FAIL	NNLS: the distances matrix is too small	
Adai	FAIL	NNLS: too few languages	
Yuracare	FAIL	NNLS: the distances matrix is too small	
North Bougainville	FAIL	NNLS: the distances matrix is too small	
Kamakanan	FAIL	NNLS: the distances matrix is too small	
Basque	FAIL	NNLS: the distances matrix is too small	
Meroitic	FAIL	NNLS: too few languages	
Wadjiginy	FAIL	NNLS: too few languages	
Mailuan	FAIL	NNLS: the distances matrix is too small	
Matacoan	SUCCESS	NNLS	('Maca [i-mca][w-mca][a-477][g-maca1260]':0,('Iyojwa``ja Chorote [i-crt][w-][a-1185][g-iyoj1235]':0,'Wichi Lhamtes Guisnay [i-mzh][w-wch][a-2124][g-wich1264]':0)'Mataguayo II [i-][w-][a-][g-mata1291]':0)'Matacoan [i-][w-][a-][g-mata1289]';
Maiduan	SUCCESS	NNLS	('Nisenan [i-nsz][w-nsn][a-2210][g-nise1244]':0.0653,'Northeast Maidu [i-nmu][w-mne][a-168][g-nort2952]':0.0653,'Northwest Maidu [i-mjd][w-knw][a-1927][g-nort2951]':0.0653)'Maiduan [i-][w-][a-][g-maid1262]';
Huitotoan	SUCCESS	NNLS	('Minica Huitoto [i-hto][w-hmi][a-1619][g-mini1256]':0,'Nupode Huitoto [i-hux][w-hmu][a-1626][g-nupo1240]':0)'Nuclear Witotoan [i-][w-][a-][g-nucl1659]';
Wageman	FAIL	NNLS: too few languages	
Sko	SUCCESS	NNLS	('I``saka [i-ksi][w-isa][a-307][g-kris1246]':0.199,('Rawo [i-rwa][w-pok][a-2390][g-rawo1244]':0.199,'Skou [i-skv][w-sko][a-2440-2849][g-nucl1634]':0.199)'Skou-Serra-Piore [i-][w-][a-][g-skou1238]':0)'Sko [i-][w-][a-][g-skoo1245]';
North-Eastern Tasmanian	FAIL	NNLS: the distances matrix is too small	
Abinomn	FAIL	NNLS: too few languages	
Siouan	SUCCESS	NNLS	('Catawba [i-chc][w-ctw][a-1135][g-cata1286]':0.0454,('Mandan [i-mhq][w-mdn][a-1993][g-mand1446]':0.0454,('Assiniboine [i-asb][w-][a-2897][g-assi1247]':0.0454,'Osage [i-osa][w-osa][a-2259][g-osag1243]':0.0454)'Mississippi Valley [i-][w-][a-][g-miss1254]':1.39e-17,('Crow [i-cro][w-cro][a-1184][g-crow1244]':0,'Hidatsa [i-hid][w-hid][a-1606][g-hida1246]':0)'Missouri River Siouan [i-][w-][a-][g-miss1252]':0.0454,('Biloxi [i-bll][w-blx][a-1038][g-bilo1248]':0.0454,'Tutelo [i-tta][w-tte][a-2626][g-tute1247]':0.0454)'Ohio Valley Siouan [i-][w-][a-][g-ohio1234]':0)'Core Siouan [i-][w-][a-][g-core1249]':0)'Siouan [i-][w-][a-][g-siou1252]';
Arutani	FAIL	NNLS: the distances matrix is too small	
Kxa	FAIL	NNLS: the distances matrix is too small	
Cayuse	FAIL	NNLS: too few languages	
Elseng	FAIL	NNLS: too few languages	
Sign Language	FAIL	NNLS: too few languages with non-missing data	
Iwaidjan Proper	FAIL	NNLS: the distances matrix is too small	
Cayubaba	FAIL	NNLS: too few languages	
Yale	FAIL	NNLS: too few languages	
Irantxe-Munku	FAIL	NNLS: the distances matrix is too small	
Taiap	FAIL	NNLS: too few languages	
Asabano	FAIL	NNLS: too few languages	
